brand,phone_name,condition1,condition2,oldprice,newprice,release,ram,rom
,Vivo Y03,,Trầy xước ít,2.299.000 ₫,2.990.000 ₫,03/2024,4 GB,64 GB
,OPPO Reno10,,Trầy xước ít,5.321.250 ₫,9.990.000 ₫,07/2023,8 GB,128 GB
,Honor X5 Plus,,Trầy xước ít,1.724.250 ₫,2.790.000 ₫,10/2023,4 GB,64 GB
,iPhone 15 Demo,,Trầy xước ít,,Not available,09/2023,6 GB,128 GB
,iPhone 15 Pro,,Trầy xước ít,22.196.240 ₫,28.990.000 ₫,09/2023,8 GB,128 GB
,iPhone 15 Pro Demo,,Trầy xước ít,,Not available,,,128 GB
,iPhone 15 Plus Demo,,Trầy xước ít,17.414.320 ₫,Not available,,,128 GB
,Honor X8A Demo,,Trầy xước ít,2.497.000 ₫,Not available,2023,8 GB,128 GB
,OPPO Reno8 T,,Trầy xước ít,4.908.750 ₫,8.490.000 ₫,02/2023,8 GB,256 GB
,Xiaomi Redmi Note 13 Pro Plus,,Trầy xước ít,7.351.630 ₫,10.990.000 ₫,01/2024,8 GB,256 GB
,iPhone 14 Plus,,Trầy xước ít,17.171.440 ₫,24.990.000 ₫,09/2022,6 GB,128 GB
,iPhone 15 Plus,,Trầy xước ít,18.997.440 ₫,25.990.000 ₫,09/2023,6 GB,128 GB
,iPhone 15 Pro Max Demo,,Trầy xước ít,24.653.970 ₫,Not available,,,256 GB
,iPhone 14 Pro Max,,Trầy xước ít,22.439.120 ₫,29.990.000 ₫,09/2022,6 GB,128 GB
,Masstel Fami 60,,Trầy xước ít,299.200 ₫,750.000 ₫,11/2021,16 MB,24 MB
,Xiaomi 14,,Trầy xước ít,15.288.350 ₫,22.990.000 ₫,03/2024,12 GB,256 GB
,Samsung Galaxy A04,,Trầy xước ít,1.481.480 ₫,Not available,01/2022,3 GB,32 GB
,Samsung Galaxy A54,,Trầy xước ít,5.852.000 ₫,11.490.000 ₫,3/2023,8 GB,256 GB
,Samsung Galaxy Z Fold5,,Trầy xước ít,21.424.260 ₫,40.990.000 ₫,,,256 GB
,Điện Thoại Di Động Samsung Galaxy Z Flip4,F721,Không trầy xước,7.313.460 ₫,Not available,08/2022,8 GB,256 GB
,Realme C55,128GB Demo,Trầy xước ít,2.706.550 ₫,Not available,03/2023,6 GB,128 GB
,OPPO A78,,,4.039.200 ₫,6.990.000 ₫,07/2023,8 GB,256 GB
,iPhone 15,,Trầy xước ít,16.998.300 ₫,22.990.000 ₫,09/2023,6 GB,128 GB
,Vivo Y22s,,Trầy xước ít,3.618.450 ₫,5.990.000 ₫,09/2022,8 GB,128 GB
,Xiaomi Redmi Note 12,128GB,Trầy xước ít,,Not available,04/2023,4 GB,128 GB
,Masstel Lux 20,,Trầy xước ít,228.140 ₫,Not available,,,128 MB
,OPPO A77s,,Trầy xước nhiều,3.637.150 ₫,6.290.000 ₫,10/2022,8 GB,128 GB
,Samsung Galaxy A54,,Trầy xước nhiều,5.060.880 ₫,Not available,,8 GB,128 GB
,Redmi 10 2022,,Trầy xước ít,2.296.800 ₫,4.290.000 ₫,04/2022,4 GB,128 GB
,Xiaomi Redmi Note 12S,256GB Demo,Trầy xước ít,2.867.700 ₫,Not available,2023,8 GB,256 GB
,OPPO Reno8 T,,Trầy xước ít,,Not available,02/2023,8 GB,128 GB
,Xiaomi Redmi Note 11 Pro,,Trầy xước ít,4.763.000 ₫,Not available,01/2022,8 GB,128 GB
,Xiaomi Redmi Note 12 Pro,,Trầy xước ít,4.672.800 ₫,7.990.000 ₫,2023,8 GB,256 GB
,Vivo Y35,,,3.613.500 ₫,6.990.000 ₫,10/2022,8 GB,128 GB
,Redmi Note 12 Pro,256GB - Demo,Trầy xước ít,4.504.830 ₫,Not available,2023,8 GB,256 GB
,Xiaomi Redmi Note 12 Pro,256GB Demo,Trầy xước ít,3.634.400 ₫,Not available,2023,8 GB,256 GB
,Xiaomi Redmi 10A,,Trầy xước ít,1.600.500 ₫,3.290.000 ₫,07/2022,3 GB,64 GB
,Masstel Hapi 30,,Trầy xước ít,957.000 ₫,1.990.000 ₫,12/2021,3 GB,32 GB
,Samsung Galaxy Z Fold4,,Trầy xước nhiều,14.557.510 ₫,40.990.000 ₫,08/2022,12 GB,256 GB
,Vivo Y35,128GB Demo,Trầy xước ít,3.088.800 ₫,Not available,10/2022,8 GB,128 GB
,Vivo Y16,128GB Demo,Không trầy xước,2.018.280 ₫,Not available,09/2022,4 GB,128 GB
,iPhone 14,,Trầy xước ít,13.390.300 ₫,Not available,09/2022,,128 GB
,V25E,,Trầy xước nhiều,4.908.750 ₫,Not available,10/2022,8 GB,128 GB
,OPPO A57,64GB Demo,Trầy xước ít,2.262.920 ₫,Not available,6/2022,3 GB,64 GB
,iPhone 14 Pro,,Trầy xước nhiều,18.021.960 ₫,Not available,09/2022,6 GB,128 GB
,Samsung Galaxy A04s,,Không trầy xước,3.069.000 ₫,3.990.000 ₫,2022,4 GB,64 GB
,Xiaomi 13 Pro,,Không trầy xước,13.839.320 ₫,Not available,2023,12 GB,256 GB
,Samsung Galaxy S21 FE,,Trầy xước ít,5.692.500 ₫,Not available,,,128 GB
,OPPO Reno8,,Trầy xước ít,4.281.200 ₫,Not available,04/2022,8 GB,256 GB
,Samsung Galaxy Z Flip4,,Trầy xước ít,7.313.460 ₫,Not available,09/2022,8 GB,256 GB
,Nokia C20,,Trầy xước ít,1.188.000 ₫,Not available,04/2021,2 GB,32 GB
,Samsung Galaxy S21 Plus,,Trầy xước ít,12.991.000 ₫,Not available,01/2021,8 GB,128 GB
,Vivo Y03,,Trầy xước ít,2.299.000 ₫,2.990.000 ₫,03/2024,4 GB,64 GB
,Honor X5 Plus,,Trầy xước ít,1.724.250 ₫,2.790.000 ₫,10/2023,4 GB,64 GB
,Honor X8A Demo,,Trầy xước ít,2.497.000 ₫,Not available,2023,8 GB,128 GB
,Xiaomi Redmi Note 13 Pro Plus,,Trầy xước ít,7.351.630 ₫,10.990.000 ₫,01/2024,8 GB,256 GB
,iPhone 14 Pro Max,,Trầy xước ít,22.439.120 ₫,29.990.000 ₫,09/2022,6 GB,128 GB
,Điện Thoại Di Động Samsung Galaxy Z Flip4,F721,Không trầy xước,7.313.460 ₫,Not available,08/2022,8 GB,256 GB
,Masstel Lux 20,,Trầy xước ít,228.140 ₫,Not available,,,128 MB
,Samsung Galaxy A54,,Trầy xước nhiều,5.060.880 ₫,Not available,,8 GB,128 GB
,Xiaomi Redmi Note 12S,256GB Demo,Trầy xước ít,2.867.700 ₫,Not available,2023,8 GB,256 GB
,Xiaomi Redmi Note 12 Pro,,Trầy xước ít,4.672.800 ₫,7.990.000 ₫,2023,8 GB,256 GB
,Vivo Y35,,,3.613.500 ₫,6.990.000 ₫,10/2022,8 GB,128 GB
,Xiaomi Redmi 10A,,Trầy xước ít,1.600.500 ₫,3.290.000 ₫,07/2022,3 GB,64 GB
,Samsung Galaxy Z Fold4,,Trầy xước nhiều,14.557.510 ₫,40.990.000 ₫,08/2022,12 GB,256 GB
,Vivo Y35,128GB Demo,Trầy xước ít,3.088.800 ₫,Not available,10/2022,8 GB,128 GB
,Vivo Y16,128GB Demo,Không trầy xước,2.018.280 ₫,Not available,09/2022,4 GB,128 GB
,V25E,,Trầy xước nhiều,4.908.750 ₫,Not available,10/2022,8 GB,128 GB
,OPPO A57,64GB Demo,Trầy xước ít,2.262.920 ₫,Not available,6/2022,3 GB,64 GB
,Samsung Galaxy A04s,,Không trầy xước,3.069.000 ₫,3.990.000 ₫,2022,4 GB,64 GB
,Xiaomi 13 Pro,,Không trầy xước,13.839.320 ₫,Not available,2023,12 GB,256 GB
,Samsung Galaxy S21 FE,,Trầy xước ít,5.692.500 ₫,Not available,,,128 GB
,Nokia C20,,Trầy xước ít,1.188.000 ₫,Not available,04/2021,2 GB,32 GB
,Samsung Galaxy S21 Plus,,Trầy xước ít,12.991.000 ₫,Not available,01/2021,8 GB,128 GB
,Honor 90,,Trầy xước ít,7.405.860 ₫,11.990.000 ₫,11.2023,12 GB,512 GB
,iPhone 12,,Trầy xước ít,9.877.120 ₫,17.990.000 ₫,10/2020,4 GB,64 GB
,Samsung Galaxy S24,,Trầy xước ít,16.450.280 ₫,22.990.000 ₫,01/2024,8 GB,256 GB
,Realme C55,,Trầy xước ít,2.842.400 ₫,5.990.000 ₫,03/2023,8 GB,256 GB
,Vivo T1x,,Trầy xước ít,2.910.600 ₫,4.490.000 ₫,07/2022,4 GB,64 GB
,Xiaomi 13 Lite,,Trầy xước ít,3.962.640 ₫,Not available,2023,8 GB,128 GB
,Realme C55,,Trầy xước ít,2.706.550 ₫,4.990.000 ₫,03/2023,6 GB,128 GB
,Vivo Y15s,,Không trầy xước,2.257.200 ₫,3.490.000 ₫,10/2021,3 GB,32 GB
,Vivo V25 Pro,,Trầy xước ít,5.899.300 ₫,Not available,11/2022,8 GB,128 GB
,Realme C33,32GB Demo,Trầy xước ít,1.171.830 ₫,Not available,10/2022,3 GB,32 GB
,iPhone 14 Plus,,Trầy xước ít,14.997.840 ₫,Not available,09/2022,6 GB,128 GB
,Samsung Galaxy Z Fold3,,Trầy xước ít,11.247.500 ₫,44.990.000 ₫,08/2021,12 GB,512 GB
,OPPO Reno8 Pro,256GB Demo,Trầy xước nhiều,8.910.660 ₫,18.990.000 ₫,03/2022,12 GB,256 GB
,Oppo A76,,Trầy xước ít,2.645.500 ₫,5.990.000 ₫,03/2022,6 GB,128 GB
,iPhone 14,,Trầy xước ít,17.534.880 ₫,27.990.000 ₫,09/2022,6 GB,512 GB
